iso;spoe;oevp;fpoe;gruene;neos;pilz;gilt;floe;kpoe;weisse;abgegebene;ungueltige;gueltige
41501;161;429;273;23;41;28;11;0;2;2;990;20;970
41502;356;480;275;50;93;50;8;1;7;2;1345;23;1322
41503;636;818;687;85;121;105;24;2;10;4;2537;45;2492
41504;545;605;415;89;83;62;18;0;6;1;1849;25;1824
41505;226;488;311;19;51;16;17;0;3;0;1141;10;1131
41506;1011;1133;993;161;154;137;47;3;18;8;3708;42;3666
41507;504;592;372;47;51;39;13;3;4;4;1649;20;1629
41508;194;305;235;13;18;27;10;1;1;0;817;13;804
41509;294;279;230;31;25;17;8;1;2;4;897;6;891
41510;139;466;302;10;26;21;14;3;3;3;1001;14;987
41511;346;422;364;28;58;35;15;0;8;3;1288;9;1279
41512;514;214;276;19;23;19;9;3;3;3;1096;13;1083
41513;174;273;212;13;30;28;6;0;0;2;741;3;738
41514;414;652;438;58;75;69;25;2;4;3;1760;20;1740
41515;104;398;144;9;25;19;2;0;1;0;708;6;702
41516;1790;1347;1540;99;203;176;58;5;28;4;5318;67;5251
41517;553;651;510;51;100;76;17;3;8;5;1998;24;1974
41518;274;500;358;34;69;41;17;1;8;4;1317;11;1306
41521;469;684;463;34;65;57;17;0;7;2;1814;16;1798
41522;777;664;658;65;79;83;27;3;13;3;2398;26;2372
41599;1878;2130;1250;289;398;279;94;8;46;19;6457;63;6394
41600;15022;20848;12146;2834;3459;2450;651;41;374;94;58666;738;57928
41601;514;868;672;71;102;74;34;0;10;5;2395;45;2350
41602;534;1243;503;118;157;84;18;2;9;2;2706;36;2670
41603;446;1044;592;61;123;77;24;5;7;1;2424;44;2380
41604;241;586;231;40;65;41;16;0;7;4;1254;23;1231
41605;1429;1588;1207;224;297;243;60;8;26;7;5153;64;5089
41606;925;999;821;108;149;120;19;1;16;6;3213;49;3164
41607;1249;951;645;202;241;157;44;0;22;6;3553;34;3519
41608;105;190;121;24;28;13;5;1;1;0;492;4;488
41609;647;1127;561;135;224;123;29;5;18;6;2911;35;2876
41610;118;208;129;15;27;26;8;1;1;2;545;10;535
41611;317;431;294;49;94;38;10;0;6;1;1252;12;1240
41612;257;629;377;43;57;51;12;0;7;1;1456;22;1434
41613;262;443;259;54;75;47;13;1;9;0;1177;14;1163
41614;384;600;262;82;122;77;14;1;7;0;1561;12;1549
41615;351;752;457;93;104;43;26;2;13;3;1876;32;1844
41616;75;138;92;9;5;5;4;0;2;0;334;4;330
41617;750;798;388;252;170;139;38;2;27;4;2590;22;2568
41618;728;755;420;132;199;160;16;0;19;3;2452;19;2433
41619;168;289;199;24;27;39;10;0;6;1;778;15;763
41620;201;388;200;20;39;14;11;1;6;3;895;12;883
41621;199;273;174;33;41;34;6;0;3;0;772;9;763
41622;170;475;180;12;45;17;4;1;3;0;929;22;907
41623;147;207;142;22;33;24;9;0;1;2;595;8;587
41624;975;761;692;89;142;95;26;1;10;4;2809;13;2796
41625;186;622;301;35;40;20;13;1;8;1;1254;27;1227
41626;737;789;442;119;120;84;32;0;17;3;2375;32;2343
41627;237;408;201;73;56;45;9;2;6;1;1051;13;1038
41699;2670;3286;1584;695;677;560;141;6;107;28;9864;106;9758
41700;20812;26941;23236;3070;3858;3363;788;84;425;547;84196;1060;83136
41701;742;377;562;29;63;50;24;1;1;8;1881;24;1857
41702;218;307;174;28;65;30;2;0;9;4;846;9;837
41703;1348;704;1027;118;108;126;28;2;23;13;3533;35;3498
41704;72;315;242;22;34;22;4;0;2;4;733;16;717
41705;228;261;371;14;22;30;13;2;6;41;999;11;988
41706;69;301;153;15;21;15;3;0;2;2;588;7;581
41707;284;346;312;18;39;28;6;2;3;0;1057;19;1038
41708;65;295;161;8;17;10;9;1;0;8;591;17;574
41709;794;846;952;62;103;79;29;7;3;17;2952;59;2893
41710;416;699;591;55;86;67;13;3;7;8;1983;38;1945
41711;324;621;481;68;72;103;15;0;8;21;1750;37;1713
41712;56;311;137;35;31;29;2;0;6;2;613;4;609
41713;978;413;918;61;78;110;25;1;10;16;2652;42;2610
41714;116;164;117;18;20;27;7;0;5;4;485;7;478
41715;285;542;360;66;98;70;18;3;9;2;1462;8;1454
41716;309;558;454;43;60;58;14;0;10;3;1533;24;1509
41717;87;251;233;29;32;21;14;0;4;5;682;6;676
41718;80;270;168;10;33;23;5;1;2;4;605;9;596
41719;163;382;226;19;37;29;3;3;1;1;879;15;864
41720;217;223;295;27;30;22;7;2;1;2;837;11;826
41721;61;501;302;10;32;12;6;1;3;8;950;14;936
41722;580;649;721;62;72;53;20;0;6;11;2205;30;2175
41723;242;275;215;23;37;23;9;2;3;12;857;16;841
41724;110;145;88;11;15;7;0;0;3;5;389;5;384
41725;75;124;92;7;8;12;1;0;1;4;327;3;324
41726;261;508;423;9;28;38;9;0;6;6;1310;22;1288
41727;130;238;130;10;38;33;3;0;4;8;602;8;594
41728;86;123;113;18;9;7;1;0;2;1;369;9;360
41729;55;81;101;9;5;4;1;2;1;2;267;6;261
41730;237;272;249;28;30;28;9;0;5;2;872;12;860
41731;992;1004;1131;131;148;133;42;4;21;58;3707;43;3664
41732;292;325;388;32;46;37;9;3;0;0;1146;13;1133
41733;20;69;41;9;8;6;0;1;2;3;163;3;160
41734;370;753;706;66;119;102;18;2;5;5;2180;34;2146
41735;164;550;321;43;71;49;13;0;3;5;1237;18;1219
41736;160;230;210;27;27;31;6;3;0;2;706;10;696
41737;497;461;514;65;95;82;15;2;13;14;1771;11;1760
41738;540;517;597;106;93;59;19;2;9;7;1968;19;1949
41739;885;796;814;102;159;135;33;2;13;25;2995;31;2964
41740;86;194;98;34;25;23;1;0;2;10;481;8;473
41741;114;321;292;17;33;18;8;1;4;7;830;15;815
41742;271;815;474;45;97;62;11;1;2;4;1799;17;1782
41743;1001;781;859;95;138;151;34;4;11;17;3141;50;3091
41744;149;362;267;37;45;31;6;0;4;12;921;8;913
41745;154;273;119;14;25;19;8;0;4;4;632;12;620
41746;1779;1589;1521;256;293;294;48;3;44;31;5905;45;5860
41747;619;947;739;72;115;99;33;3;9;9;2691;46;2645
41748;74;282;184;12;11;9;2;0;5;4;585;2;583
41749;189;302;206;33;42;25;9;0;4;8;822;4;818
41750;301;300;282;40;36;31;8;0;7;1;1016;10;1006
41751;108;361;205;17;61;33;6;3;0;7;812;11;801
41752;129;230;177;38;32;25;8;0;4;11;660;6;654
41799;3230;4377;2723;847;816;743;151;17;113;79;13219;121;13098
41800;11017;13637;13835;1353;2416;1473;450;45;191;103;44999;473;44526
41801;31;149;87;6;20;4;7;1;0;0;310;5;305
41802;82;126;113;17;15;7;4;0;0;1;369;4;365
41803;358;529;388;27;52;39;10;0;5;5;1431;18;1413
41804;638;637;740;68;117;81;31;1;3;6;2352;30;2322
41805;176;565;475;32;70;37;16;1;4;3;1401;22;1379
41806;304;378;419;24;40;23;13;0;5;1;1215;8;1207
41807;170;308;216;15;32;36;8;0;2;3;798;8;790
41808;810;1018;1046;85;168;98;27;7;14;6;3311;32;3279
41809;120;140;176;10;35;16;5;0;2;0;510;6;504
41810;541;546;486;50;119;42;19;1;6;4;1834;20;1814
41811;375;370;453;45;87;34;15;2;10;4;1409;13;1396
41812;2131;1386;2363;146;308;226;71;8;36;19;6775;80;6695
41813;79;202;150;13;23;12;7;0;1;1;496;8;488
41814;169;366;310;20;69;22;13;0;2;0;985;14;971
41815;68;248;125;16;19;16;3;0;3;2;505;5;500
41816;352;548;503;63;71;58;15;2;5;2;1630;11;1619
41817;273;441;452;15;79;37;16;1;5;3;1339;17;1322
41818;168;249;209;29;39;27;12;2;4;2;753;10;743
41819;198;419;348;10;90;36;12;1;3;2;1130;11;1119
41820;650;430;895;66;83;72;16;3;14;3;2254;22;2232
41821;194;600;404;49;68;37;18;0;5;9;1400;16;1384
41822;215;333;461;28;66;32;5;0;2;1;1155;11;1144
41823;693;881;773;128;185;116;22;3;8;6;2840;25;2815
41824;494;596;576;38;121;74;12;2;11;3;1949;22;1927
41899;1728;2172;1667;353;440;291;73;10;41;17;6848;55;6793
50000;70191;119072;77120;12714;17985;11149;2778;2202;1928;644;319159;3376;315783
50099;0;0;0;0;0;0;0;0;0;0;14;14;0
5A000;19571;23379;15111;5026;5172;3951;760;371;922;112;74976;601;74375
5A099;179;221;58;70;113;58;6;3;16;1;726;1;725
5B000;25652;51373;31359;5294;7786;4635;1329;556;705;332;130478;1457;129021
5B099;172;191;88;67;100;53;7;2;8;2;695;5;690
5C000;24968;44320;30650;2394;5027;2563;689;1275;301;200;113691;1304;112387
5C099;91;157;68;34;63;34;8;4;7;1;470;3;467
50100;19392;23158;15053;4956;5059;3893;754;368;906;111;74250;600;73650
50101;16141;18585;13367;3657;3972;3105;614;311;720;99;61113;542;60571
50199;3251;4573;1686;1299;1087;788;140;57;186;12;13137;58;13079
50200;7915;13860;8225;1373;2003;1254;330;173;197;132;35887;425;35462
50201;729;1668;696;46;140;68;24;15;2;6;3455;61;3394
50202;400;975;475;48;123;69;11;13;12;22;2182;34;2148
50203;269;678;310;10;36;22;7;6;6;3;1370;23;1347
50204;518;783;526;77;150;83;24;27;14;8;2236;26;2210
50205;2624;2589;2615;411;570;367;95;38;69;23;9508;107;9401
50206;86;289;160;9;15;1;7;0;2;5;579;5;574
50207;704;1763;855;165;204;148;26;12;21;21;3957;38;3919
50208;503;832;508;124;136;108;21;15;16;2;2286;21;2265
50209;542;903;537;97;157;90;15;8;22;8;2407;28;2379
50210;135;217;106;5;13;2;5;2;2;0;494;7;487
50211;106;598;246;9;49;21;7;4;3;3;1068;22;1046
50212;124;421;209;14;32;15;9;5;0;3;839;7;832
50213;224;517;319;37;66;40;9;4;5;6;1244;17;1227
50299;951;1627;663;321;312;220;70;24;23;22;4262;29;4233
50300;17565;37322;23046;3854;5683;3328;992;381;500;198;93896;1027;92869
50301;397;885;445;103;162;85;13;9;10;3;2128;16;2112
50302;331;983;478;105;118;80;27;12;8;7;2176;27;2149
50303;497;1205;653;125;191;110;21;11;20;6;2867;28;2839
50304;172;428;291;33;48;22;5;5;2;6;1021;9;1012
50305;935;506;805;93;99;91;26;18;20;7;2641;41;2600
50306;130;411;245;19;61;13;1;3;1;3;905;18;887
50307;115;416;205;26;41;21;2;4;5;1;849;13;836
50308;324;721;348;62;103;73;15;10;5;4;1681;16;1665
50309;527;1321;598;164;205;120;27;3;24;9;3024;26;2998
50310;631;1609;992;128;243;109;56;15;20;5;3842;34;3808
50311;210;756;621;34;63;32;33;9;8;1;1790;23;1767
50312;98;385;173;20;39;31;9;1;1;0;761;4;757
50313;68;282;89;16;29;12;1;3;1;0;508;7;501
50314;1018;1112;884;120;192;129;26;17;23;7;3565;37;3528
50315;194;449;376;51;85;58;8;8;2;2;1244;11;1233
50316;448;894;535;81;126;105;23;11;16;2;2265;24;2241
50317;552;1037;756;79;153;64;23;18;13;7;2730;28;2702
50318;47;136;77;1;15;2;2;1;0;2;289;6;283
50319;327;777;466;80;121;66;34;7;4;6;1908;20;1888
50320;244;656;365;41;65;48;19;6;3;1;1466;18;1448
50321;349;811;425;64;162;88;18;7;9;7;1965;25;1940
50322;375;840;593;72;126;80;17;6;9;5;2148;25;2123
50323;267;788;338;78;141;54;37;4;7;5;1734;15;1719
50324;632;964;909;119;181;110;45;18;15;11;3052;48;3004
50325;218;625;338;52;73;35;17;10;4;2;1390;16;1374
50326;707;909;700;132;131;101;30;10;26;5;2776;25;2751
50327;389;1264;617;89;190;98;29;8;21;5;2730;20;2710
50328;104;359;188;14;27;27;7;3;1;2;739;7;732
50329;314;743;501;72;88;42;22;6;16;3;1835;28;1807
50330;354;769;481;48;118;75;12;6;9;5;1895;18;1877
50331;84;287;199;16;25;13;9;1;0;0;642;8;634
50332;140;474;252;43;58;36;9;1;6;3;1039;17;1022
50335;715;1532;1294;96;196;94;47;22;19;8;4099;76;4023
50336;433;844;429;66;114;59;25;8;5;1;2019;35;1984
50337;489;1360;964;108;184;98;29;9;11;5;3292;35;3257
50338;1269;2916;1846;239;399;241;62;31;38;17;7135;77;7058
50339;1035;2103;1531;306;383;215;61;16;29;14;5751;58;5693
50399;2426;4765;2039;859;928;591;145;44;89;21;11995;88;11907
50400;10897;18818;13015;912;2093;1029;260;351;127;87;48110;521;47589
50401;284;971;554;43;145;51;14;7;6;4;2105;26;2079
50402;890;1266;967;41;142;78;20;25;7;7;3472;29;3443
50403;462;566;597;12;74;47;18;11;7;0;1827;33;1794
50404;1745;1466;1440;72;189;119;21;27;16;13;5172;64;5108
50405;218;401;282;13;40;12;3;7;0;3;997;18;979
50406;190;590;448;21;53;15;9;6;3;1;1352;16;1336
50407;54;439;202;6;33;10;7;3;2;1;765;8;757
50408;158;771;477;26;74;26;8;15;2;1;1572;14;1558
50409;52;160;92;5;6;3;2;0;0;0;323;3;320
50410;260;586;428;37;87;46;7;13;2;7;1492;19;1473
50411;420;1148;435;24;65;22;5;8;1;2;2157;27;2130
50412;164;290;295;8;22;10;2;1;2;0;804;10;794
50413;105;325;103;8;14;2;1;1;1;1;570;9;561
50414;59;248;115;2;13;9;6;2;1;0;459;4;455
50415;283;258;203;10;15;11;2;8;1;2;804;11;793
50416;210;591;335;13;46;24;9;10;2;6;1252;6;1246
50417;441;954;716;41;94;48;10;13;2;2;2348;27;2321
50418;1204;2113;1584;132;259;152;32;40;15;6;5579;42;5537
50419;194;436;247;6;29;14;5;3;1;1;955;19;936
50420;529;876;528;46;111;35;8;55;7;10;2230;25;2205
50421;792;387;383;41;54;40;6;26;8;2;1769;30;1739
50422;16;98;47;2;4;1;2;0;0;0;171;1;170
50423;234;707;544;17;58;17;7;5;3;6;1621;23;1598
50424;436;475;488;25;70;42;10;13;6;2;1578;11;1567
50425;51;210;224;9;24;13;2;2;0;1;542;6;536
50499;1446;2486;1281;252;372;182;44;50;32;9;6194;40;6154
50500;2384;5261;4266;252;520;258;49;89;30;25;13256;122;13134
50501;46;103;55;4;10;0;1;1;1;0;223;2;221
50502;33;138;99;4;12;9;1;1;1;0;301;3;298
50503;274;490;366;18;73;31;3;3;2;3;1271;8;1263
50504;151;394;254;18;35;24;4;4;2;3;899;10;889
50505;56;119;137;0;5;1;0;6;2;0;331;5;326
50506;176;201;227;2;15;6;2;5;2;0;647;11;636
50507;74;185;139;5;10;7;1;1;1;1;428;4;424
50508;93;154;131;8;14;4;2;1;2;0;413;4;409
50509;385;665;710;24;68;38;7;10;4;4;1931;16;1915
50510;506;1095;984;58;104;64;9;18;6;8;2879;27;2852
50511;34;68;90;6;7;3;0;0;0;0;208;0;208
50512;13;41;32;1;5;0;1;0;0;0;93;0;93
50513;97;233;194;4;22;4;3;8;1;1;572;5;567
50514;43;85;61;1;3;1;0;0;0;0;197;3;194
50515;66;354;272;7;4;7;1;12;0;1;732;8;724
50599;337;936;515;92;133;59;14;19;6;4;2131;16;2115
50600;11596;20084;13301;1196;2351;1242;372;831;137;87;51855;658;51197
50601;507;872;640;40;79;36;11;17;3;2;2244;37;2207
50602;579;842;703;50;86;68;13;38;4;1;2408;24;2384
50603;112;190;109;3;28;4;2;7;1;0;460;4;456
50604;48;188;101;7;13;9;0;1;1;3;380;9;371
50605;156;332;176;10;20;12;1;2;1;3;723;10;713
50606;429;491;352;27;82;49;13;38;2;1;1505;21;1484
50607;97;190;105;4;14;8;3;5;3;1;444;14;430
50608;247;245;226;9;18;15;1;10;2;1;784;10;774
50609;463;836;321;28;85;28;10;25;4;2;1827;25;1802
50610;156;537;269;32;53;26;12;6;3;1;1107;12;1095
50611;342;746;419;31;93;47;13;49;3;3;1764;18;1746
50612;154;535;304;13;67;22;7;8;0;0;1125;15;1110
50613;569;1004;898;45;96;58;13;36;7;7;2771;38;2733
50614;295;519;363;17;51;26;6;6;5;1;1319;30;1289
50615;317;574;460;26;74;21;12;53;1;4;1557;15;1542
50616;326;796;510;32;112;36;12;42;12;4;1920;38;1882
50617;271;751;505;24;58;28;2;22;2;3;1688;22;1666
50618;147;709;288;11;48;22;11;131;2;2;1392;21;1371
50619;2214;2783;2200;236;387;253;68;86;30;13;8371;101;8270
50620;127;278;127;14;37;12;8;4;2;2;617;6;611
50621;203;343;367;15;28;12;8;17;1;2;1010;14;996
50622;336;594;486;15;44;27;6;7;1;1;1536;19;1517
50623;163;437;365;22;45;22;11;11;4;1;1091;10;1081
50624;463;513;458;22;53;43;13;20;4;5;1619;25;1594
50625;38;119;101;3;12;5;2;11;2;0;295;2;293
50626;113;254;177;6;19;11;5;4;2;0;601;10;591
50627;34;113;63;2;9;2;0;0;1;1;234;9;225
50628;978;1484;1052;105;184;121;36;57;8;7;4078;46;4032
50699;1712;2809;1156;347;456;219;73;118;26;16;6985;53;6932
60000;192738;241917;225990;21430;38341;29980;6523;1688;8401;1127;774037;5902;768135
60099;0;0;0;0;0;0;0;0;0;0;30;30;0
6A000;64789;71375;59011;12290;18569;15119;2353;358;4859;315;250526;1488;249038
6A099;563;548;247;174;330;204;24;1;42;5;2144;6;2138
6B000;31150;68912;58476;3540;7059;4406;1509;466;874;285;178283;1606;176677
6B099;109;125;98;28;42;34;9;0;7;2;454;0;454
6C000;29138;40151;43642;2053;4844;3277;938;310;747;192;126322;1030;125292
6C099;77;101;64;19;29;26;6;2;3;0;329;2;327
6D000;67661;61479;64861;3547;7869;7178;1723;554;1921;335;218876;1748;217128
6D099;227;286;185;45;110;73;16;3;18;3;971;5;966
60100;41402;41050;29267;9467;12958;11041;1440;184;3952;178;151765;826;150939
60101;33017;31647;25260;6932;9763;8507;1096;156;3145;148;120375;704;119671
60199;8385;9403;4007;2535;3195;2534;344;28;807;30;31390;122;31268
60300;9320;13041;13192;692;1656;1104;312;90;218;71;40062;366;39696
60305;567;383;428;17;65;39;3;2;6;2;1540;28;1512
60318;328;601;612;29;104;52;19;4;6;5;1772;12;1760
60323;295;258;321;8;22;15;4;0;4;1;939;11;928
60324;247;269;350;12;23;22;11;0;7;1;952;10;942
60326;208;330;275;24;41;36;9;3;8;1;947;12;935
60329;135;273;275;13;22;15;3;1;3;0;747;7;740
60341;173;357;340;6;24;19;6;3;3;2;945;12;933
60344;1689;1531;1657;97;283;191;49;13;60;7;5628;51;5577
60345;767;1155;1354;36;97;73;20;17;8;5;3563;31;3532
60346;438;884;783;38;86;49;14;0;5;8;2327;22;2305
60347;360;738;668;22;59;28;9;9;2;3;1912;14;1898
60348;368;740;791;26;89;66;18;14;16;4;2147;15;2132
60349;685;800;917;40;76;64;23;4;9;4;2645;23;2622
60350;836;1594;1650;92;222;138;38;9;25;8;4664;52;4612
60351;544;775;921;21;62;37;12;2;3;2;2397;18;2379
60399;1680;2353;1850;211;381;260;74;9;53;18;6937;48;6889
60600;22824;29777;29497;2649;5281;3874;889;173;865;132;96617;656;95961
60608;660;824;1059;49;115;79;25;8;34;3;2882;26;2856
60611;465;583;786;27;94;64;11;4;20;0;2067;13;2054
60613;1222;848;1533;69;180;121;50;9;38;9;4114;35;4079
60617;621;749;599;100;218;168;19;5;29;1;2513;4;2509
60618;220;200;216;6;35;36;16;0;4;0;738;5;733
60619;367;602;447;46;113;63;15;3;13;4;1682;9;1673
60623;294;496;257;59;92;82;13;5;22;7;1345;18;1327
60624;797;791;1127;48;122;77;21;11;28;3;3047;22;3025
60626;396;702;541;107;141;102;22;0;17;1;2040;11;2029
60628;322;489;363;81;100;74;16;3;7;2;1472;15;1457
60629;620;687;893;62;138;99;24;5;26;1;2572;17;2555
60632;310;276;474;17;43;35;12;2;7;2;1187;9;1178
60639;142;320;272;12;37;31;7;2;3;0;834;8;826
60641;214;213;187;7;13;23;4;0;4;0;670;5;665
60642;260;386;249;54;74;68;13;4;18;1;1139;12;1127
60645;248;668;687;25;70;41;6;6;11;1;1781;18;1763
60646;374;510;317;78;116;98;22;2;22;3;1547;5;1542
60647;93;172;128;1;16;9;0;0;3;0;424;2;422
60648;312;425;316;29;73;67;10;1;8;3;1249;5;1244
60651;302;360;349;20;37;24;12;1;4;3;1116;4;1112
60653;424;724;909;58;148;99;12;3;14;3;2412;18;2394
60654;295;497;386;50;72;58;12;1;10;2;1388;5;1383
60655;368;321;457;8;44;26;4;4;11;3;1256;10;1246
60656;134;433;259;24;37;28;7;1;7;2;934;2;932
60659;563;644;849;43;73;72;18;7;20;4;2319;26;2293
60660;223;787;651;20;86;49;19;5;10;3;1867;14;1853
60661;684;1207;1137;85;197;157;34;6;31;10;3579;31;3548
60662;574;894;893;59;146;81;24;5;17;3;2717;21;2696
60663;1176;1063;1080;72;188;119;27;7;19;4;3780;25;3755
60664;2206;1671;2266;210;405;322;52;10;74;9;7274;49;7225
60665;866;1351;1291;86;168;114;27;4;28;3;3959;21;3938
60666;259;531;465;30;78;43;6;3;6;0;1431;10;1421
60667;542;788;573;65;142;113;19;4;13;2;2272;11;2261
60668;309;788;681;53;94;77;16;4;12;2;2055;19;2036
60669;1505;1652;1786;143;356;227;46;9;50;8;5832;50;5782
60670;604;938;1035;59;172;96;26;4;27;6;2984;17;2967
60699;3853;5187;3979;687;1048;832;222;25;198;24;16139;84;16055
61000;10543;17955;18028;877;1872;1153;401;141;231;66;51644;377;51267
61001;129;355;236;20;30;20;9;2;2;1;810;6;804
61002;97;208;175;10;14;4;5;0;1;0;516;2;514
61007;132;311;302;13;34;23;15;4;11;1;853;7;846
61008;90;277;257;11;20;12;3;1;3;1;686;11;675
61012;370;276;511;12;33;20;7;1;2;1;1238;5;1233
61013;211;475;542;31;42;21;7;5;7;3;1351;7;1344
61016;205;427;445;10;37;21;3;3;2;3;1166;10;1156
61017;181;265;288;9;34;20;11;2;0;1;818;7;811
61019;169;245;252;9;7;13;5;1;3;0;709;5;704
61020;159;320;226;6;40;17;6;1;1;1;786;9;777
61021;263;369;402;30;54;38;12;2;5;2;1182;5;1177
61024;207;468;489;7;28;17;6;16;3;4;1262;17;1245
61027;123;344;317;10;26;20;5;2;7;3;860;3;857
61030;173;340;409;6;29;20;2;4;4;3;1003;13;990
61032;161;444;472;16;26;15;6;5;5;0;1156;6;1150
61033;231;432;443;25;37;31;17;4;1;2;1231;8;1223
61043;423;517;705;27;67;31;8;6;7;1;1805;13;1792
61045;853;745;1085;38;106;60;21;7;12;3;2961;31;2930
61049;305;417;499;10;35;16;11;5;1;0;1311;12;1299
61050;300;730;658;15;52;34;15;7;2;4;1828;11;1817
61051;286;587;621;20;49;27;9;5;8;1;1634;21;1613
61052;261;523;576;24;65;50;13;5;14;2;1548;15;1533
61053;1627;1683;1930;130;253;169;42;20;27;7;5925;37;5888
61054;235;888;835;32;38;29;14;10;4;1;2107;21;2086
61055;129;368;241;25;32;21;4;2;1;1;831;7;824
61056;284;1050;741;21;65;28;6;5;6;2;2217;9;2208
61057;151;630;444;7;31;18;10;3;8;4;1322;16;1306
61058;533;753;930;28;89;33;12;5;11;2;2405;9;2396
61059;641;820;903;64;120;76;26;5;15;4;2695;21;2674
61099;1614;2688;2094;211;379;249;91;3;58;8;7428;33;7395
61100;12964;9066;12016;626;1522;1386;341;79;522;53;38847;272;38575
61101;1085;443;585;19;45;76;12;4;69;2;2360;20;2340
61105;142;222;155;4;19;19;5;1;2;1;573;3;570
61106;216;331;290;8;32;20;11;1;3;0;925;13;912
61107;216;282;219;4;35;20;4;3;1;1;788;3;785
61108;3973;2280;3897;185;534;472;110;24;224;20;11802;83;11719
61109;248;488;251;13;27;25;9;1;3;0;1071;6;1065
61110;488;247;536;16;39;42;16;7;6;3;1408;8;1400
61111;312;235;285;5;35;27;5;2;11;0;922;5;917
61112;146;94;94;2;11;3;0;2;3;0;358;3;355
61113;638;371;588;18;38;41;10;4;13;4;1742;17;1725
61114;360;346;517;15;31;41;13;4;7;2;1344;8;1336
61115;362;290;421;11;31;40;16;7;6;3;1196;9;1187
61116;205;233;262;6;16;20;6;1;3;1;761;8;753
61118;295;63;176;4;8;8;4;1;5;2;572;6;566
61119;102;145;85;3;3;5;4;0;2;0;354;5;349
61120;2003;1398;2172;82;234;249;47;8;87;3;6330;47;6283
61199;2173;1598;1483;231;384;278;69;9;77;11;6341;28;6313
61200;13409;16520;14100;943;1989;1443;409;128;236;90;49724;457;49267
61203;320;530;520;26;48;40;13;1;5;3;1529;23;1506
61204;297;297;138;20;29;29;11;0;6;4;839;8;831
61205;212;124;103;7;16;13;3;1;1;1;489;8;481
61206;243;191;256;14;26;21;7;6;3;2;777;8;769
61207;673;715;434;61;86;76;26;3;21;4;2131;32;2099
61213;281;485;443;18;65;33;13;8;7;0;1367;14;1353
61215;171;248;118;13;18;30;12;0;1;4;623;8;615
61217;188;500;379;12;47;25;8;0;4;1;1183;19;1164
61222;197;321;321;9;35;19;2;1;1;3;929;20;909
61236;122;523;472;34;90;48;11;11;6;1;1330;12;1318
61243;476;120;195;4;12;19;6;2;2;1;846;9;837
61247;733;301;562;15;30;43;8;4;22;3;1732;11;1721
61251;147;79;57;1;5;1;4;1;1;1;299;2;297
61252;171;289;168;8;20;20;3;0;3;1;686;3;683
61253;810;710;773;63;86;68;19;2;9;3;2566;23;2543
61254;89;354;241;8;15;12;2;0;1;0;725;3;722
61255;524;786;755;31;95;50;18;8;10;2;2296;17;2279
61256;231;231;216;7;19;13;14;3;6;1;748;7;741
61257;377;812;798;38;91;51;11;1;5;7;2222;31;2191
61258;729;451;354;10;50;28;12;0;8;2;1664;20;1644
61259;1123;1008;1156;75;149;95;37;14;21;10;3718;30;3688
61260;102;303;177;3;20;13;1;2;2;1;630;6;624
61261;194;431;343;8;42;15;3;1;7;1;1055;10;1045
61262;222;358;316;10;35;29;10;6;4;0;995;5;990
61263;837;752;852;48;77;91;21;6;18;9;2735;24;2711
61264;342;332;274;6;23;18;7;4;1;1;1024;16;1008
61265;543;1099;1023;45;160;83;17;16;4;7;3017;20;2997
61266;155;370;295;8;20;18;4;3;2;2;883;6;877
61267;362;545;327;16;42;32;9;6;2;1;1352;10;1342
61299;2538;3255;2034;325;538;410;97;18;53;14;9334;52;9282
61400;4120;7341;5754;263;675;388;84;73;62;22;18928;146;18782
61410;182;164;176;7;16;14;3;1;2;2;571;4;567
61413;35;62;51;1;3;2;0;0;0;0;156;2;154
61425;357;442;311;8;44;12;1;6;1;0;1190;8;1182
61428;116;222;168;4;5;12;4;0;2;0;537;4;533
61437;152;397;260;1;15;15;0;1;2;0;848;5;843
61438;324;757;484;40;76;52;4;5;6;5;1769;16;1753
61439;578;884;974;47;85;52;15;17;8;1;2681;20;2661
61440;327;834;447;13;39;18;6;7;3;2;1711;15;1696
61441;119;302;215;1;23;21;0;2;0;0;687;4;683
61442;142;418;252;6;31;11;4;4;2;1;873;2;871
61443;268;375;293;11;28;31;4;10;0;3;1032;9;1023
61444;247;345;410;13;37;15;5;9;4;0;1098;13;1085
61445;277;263;329;7;43;13;2;5;4;0;954;11;943
61446;215;346;375;9;42;26;6;3;7;0;1039;10;1029
61499;781;1530;1009;95;188;94;30;3;21;8;3782;23;3759
61600;9198;9054;12358;465;1287;994;219;77;295;55;34287;285;34002
61611;278;488;510;14;77;51;10;2;8;3;1446;5;1441
61612;437;582;706;40;82;49;8;2;11;2;1943;24;1919
61615;213;457;408;20;51;34;7;6;8;1;1216;11;1205
61618;360;156;390;14;25;23;8;2;12;0;994;4;990
61621;104;168;208;3;14;12;3;1;1;0;517;3;514
61624;275;624;742;27;63;45;13;0;11;1;1820;19;1801
61625;1639;1094;2021;68;152;206;32;9;60;8;5343;54;5289
61626;1076;657;1161;24;119;80;16;13;34;3;3218;35;3183
61627;177;394;383;4;25;15;3;1;6;4;1018;6;1012
61628;201;283;340;1;26;14;6;3;7;0;888;7;881
61629;87;280;213;6;15;10;2;4;0;1;625;7;618
61630;214;301;402;18;36;18;3;9;8;1;1020;10;1010
61631;1876;1135;2280;66;181;158;44;12;69;8;5857;28;5829
